data;soma;Agua_Grande;Aldeia_Campista;Alvorada;Areia_Branca;Ari_Franco;Baependi;Barra;Boca_do_Mato;Botafogo;Bras_de_Pina_13kV;Bras_de_Pina_25kV;Brisamar;Cachambi;Cachamorra;Camara;Camerino_1;Camerino_2;Campo_Marte_13kV;Campo_Marte_25kV;Carmari;Cascadura_13kV;Cascadura_25kV;Caxias;Centenario;Coelho_da_Rocha;Colegio;Comendador_Soares;Copacabana;Cosmos;Curicica;Democraticos;Eldorado;Esperanca_13kV;Esperanca_25kV;Fontinele;Fundao;Gardenia;Governador;Guadalupe;Guanabara;Humaita;Influencia;Inmetro;Itaguai;Itapeba;Jaboatao;Jardim_Botanico;Leblon;Leme;Leopoldo;Mackenzie;Marapicu;Mato_Alto;Maturaca;Mena_Barreto;Meriti_13kV;Meriti_25kV;Nova_Iguacu_13kV;Nova_Iguacu_13kV;Paciencia;Padre_Miguel;Pavuna;Pedro_Ernesto;Piedade;Porta_Dagua_13kV;Porta_Dagua_25kV;Posto_Seis;Queimados;Ramos;Recreio;Retiro;Rio_Comprido;Rocha_Freire;Rosali;Samaritano;Santa_Cecilia;Santa_Clara;Santa_Luzia;Santissimo;Santo_Antonio_1;Santo_Antonio_2;Sao_Conrado;Sao_Joao;Sapucaia;Sarapui;Saudade;Seropedica;Taquara;Terra_Nova;Tres_Rios_13kV;Tres_Rios_25kV;Triagem_13kV;Triagem_25kV;Trovao;Turiacu;Uruguai;Vigario;Vigario_Geral;Vila_Valqueire;Vilar_dos_Teles;Volta_Redonda_13kV;Volta_Redonda_25kV;Washington_Luis;Zona_Industrial
2010-11-01;2081898.63;19378.93;25156.45;37581.07;42927.38;28501.92;33498.23;47391.67;22002.54;24472.91;23807.51;3511.72;7603.45;33618.17;19571.14;44746.42;11927;20590.64;21326.36;10906.94;0;33774.8;7381.39;42334.95;19475.07;19411.32;24316.62;30595.81;20569.18;26217.65;35431.24;17040.25;3729.7;31970.53;16803.78;11922.69;9053.68;0;20963.69;28148.69;21282.28;15019.33;0;8683.47;0;21201.79;39513.84;26286.21;25256;13395.38;19656.96;15929.54;0;16591.25;19053.25;40087.6;21812.67;3237.52;35084.69;7836.09;0;26825.94;21677.24;18254.47;21792.99;45982.79;9405;31778.61;22526.87;24034;15591.5;15092.78;31982.39;21451.33;38891.63;15098.18;14323;13720.2;20855.38;25993.28;20528.16;21698.28;17234.3;0;1865.37;29897.43;7319.71;17981.78;29863.63;24510.19;11100.16;12430.26;18178.03;4121.23;22419.12;20383.54;17517.6;3867;22827.39;21307.73;19317.25;21692.1;10134.94;25521.19;17315.29
2010-12-01;2496236.57;24834.63;28961.39;43853.73;49341.75;35286.55;41799.23;59826.17;26723;27220.19;27678.84;3557.76;12629.6;41844.79;24404.24;51958.35;13889.68;19664.88;25146.53;10100.83;0;40660.97;7178.86;51550.07;17380.9;22396.83;29943.97;36046.81;27948.29;30528.54;40416.75;21111.7;4236.81;37562.09;18510.4;14515.56;10875.6;0;21876.38;36450.25;29965.34;18559.47;0;10271.92;0;27052.55;49967.38;31845.3;33121;16648.48;24879.54;22712.68;11766.29;18218.81;24597.84;50637.2;27772.27;3110.73;42022.84;4507.12;0;33402.97;23067.08;23048.32;25949.58;58634;11339;41138.48;28776.19;27035.74;19958.37;16590.5;40735.12;26547.76;45004.37;20301.75;16610;16056.14;23359.31;20814.62;24000.98;25134.28;21857.69;0;1983;33991.61;12944.63;19682.98;36033.81;29615.68;12605.82;13892.1;22238.93;5952.12;24222.29;24999.71;22243.53;4047.9;24665.54;26503;22739.97;24385.09;9916.98;30572.44;18067.52
2011-01-01;2575822.38;24838.66;28706.36;44669.49;51324.53;44248.85;43202.13;62236.41;28562.76;29448.46;29246;2121.39;11994.23;40461.95;25588.61;51570.52;14345.94;21272.86;24618.64;10424.95;0;43522.49;8374.67;52481.62;19111.13;23646.91;29607.28;35543.56;27862;31267.47;43383.4;24120.26;4901.55;38939.72;23333.22;16228.78;11227;0;25246.06;33174.12;28780.63;17615.37;0;10218.05;0;28367.71;49327.83;33809.47;31931;19985.67;26420.3;21181.41;14177.42;18353.81;25702.84;52572.89;28116.95;1991;43725.38;8791.97;0;34694.41;28367.31;24831.18;27073;61074;11504;42065.49;29260.11;28027.02;20947.87;14522.56;41576.5;23996.34;48014.25;21178.14;14653;17709.54;23735.38;24525.97;24435.04;24310.12;21606.66;0;2002.83;34642.15;6366.08;19403.82;36599.38;28976.89;12316.56;14463.42;22325.08;6236.49;26897.16;27378.11;22866.16;3996.7;23750.53;27689.21;24253.41;24663.64;10306.11;30924.13;19732.95
2011-02-01;2524791.55;25186.02;29420.38;42775.81;51205.31;44550.62;42729.84;58186.89;28183.76;28427.72;27536.2;1634.01;13817.65;38522.88;25213.01;51811.9;15010.4;21734.28;23876.12;10165.34;0;42440.48;7196.57;52808.95;18787.03;24479.72;29811.78;35263.31;25779;30974.51;42291.41;22397.34;4724.88;37670.87;20301;16268.84;11426;0;23921.34;32844.16;28866.78;17215.49;0;9772.74;0;25742.66;49074.97;33133.98;30111;17995.57;25907.84;18143.85;15086.82;17132.48;25340.94;51541.7;29408.06;3379.77;43730.65;9897.72;0;34376.81;29925.63;24871.88;29120;60275;11717;38111.51;25212.53;29014.36;19906.35;14792.81;42078.11;24947.9;44855.66;20139.27;15523;17849.2;23709.19;23005.69;25258.7;22548.09;21135.59;0;2382;33817.94;5451.77;18965.75;36648.63;28956.54;12228.85;13459.88;24432.92;5895.78;25684.79;26191;23146.42;4199.3;25229.13;28356.18;23666.18;23709.21;3821.25;30994.03;18321.37
2011-03-01;2306234.34;22235.54;26490.25;42687.32;47392.27;39481.55;38757.51;53883.98;23526.5;26050.41;25420.15;1581.45;13039.2;36337.59;22618.6;43433.65;14132.5;14469.9;23071.48;10203.31;0;37129.88;7081.44;46821.04;17886.77;21254.93;27722.45;31099.81;21274;28264.22;37309.91;21800.87;4295.12;35389.53;20304.51;16014.28;11150;0;20270.22;31975.09;26861.53;16337.15;0;9437.52;0;22413.86;44361.18;29885.93;28214;16633.88;21740.7;21254.78;14941.02;14026.83;19524.22;45701.58;23457.64;2870.84;38135.25;11398.63;0;30539.38;25095.14;20998.13;23640;54004;11318;36179.66;20687.82;26262.72;19859.36;13168.56;35219.99;25124.88;42506.63;19233.75;16628;17041.35;22262.59;23876.47;22437.68;23588.88;19368.02;0;3796.19;31881.5;6043.8;18795.82;30968.88;26468.92;12269.61;14276.53;22708;6291.14;23530.11;23562.98;19004.37;4172;25455.95;23755.01;21526.24;24696.98;1721.74;28221.03;18992.82
2011-04-01;2280022.04;23569.16;26449.33;42322.68;41559.34;32837.41;37693.4;53170.37;23773.3;25732.86;25271.37;3091.49;12228.03;36162.45;22650.51;47142.45;13317.71;15435.32;22336.29;9950.48;0;38810.34;6629.44;47240.92;19361.16;21439.33;23787.94;31569.94;24226;28467.64;39427.35;21471.23;5139.16;35351.68;17070.46;16231.25;11720;0;20128.34;31489.69;26609.09;16007.88;0;9255.23;0;19845.09;43819.48;28276.13;28625;15351.08;21806.69;20043.18;9729.71;18347.54;21878.63;41935.8;23996.74;1887.05;38641.97;13436.63;0;29567.86;29872;20676.3;23480;54190;10831;35540.7;18757.91;26760.23;18933.66;13199.63;35105.47;22520.03;43885.38;18919.25;16063;17672.02;21918.14;22994.78;22038.87;22776.82;19133.68;0;3570.67;31559.38;4676.13;19394.67;31935.75;25904.65;11613.2;12818.08;22373.06;6351.72;23104.95;23775.04;18769.23;3421;26235.97;22699.53;22095.73;23800.59;2823.69;27620;16893.58
2011-05-01;1986770.77;19909.74;22518.76;37452.42;38419.73;27098.19;32688.86;45404.77;19972.61;23066.92;21658.71;4489.54;7879.48;30146.23;19203;39172.12;11771.25;15359.64;20641.39;11906.63;0;36567.22;6578.34;38602.24;19625.47;18783.38;20778.15;26998.81;20188;25024.1;35589.59;16997.79;4566.86;30551.35;15410.26;14713.88;10285;0;17181.72;26035.94;22343.78;13796.2;0;8539.09;0;13339.6;37483.55;24663.55;23908;13800.71;18069.35;18245.53;13154.24;14942.83;18268.63;34952.46;19828.84;2241.83;33254.06;14711.34;0;25656.58;24853.03;17690.55;18330;46844;10524;30461.72;15229.13;22288.19;18428.4;14912.19;29440.13;20292.67;36553.5;16336.75;16004;13879.81;19952;19709.91;20457.42;21968.07;17334.93;0;3370.84;26853.41;5828.85;17479.56;27182.71;22704.4;9679.3;13232.78;18548.69;3578.5;20533.13;20336.11;15572.25;4017.3;22445.2;17946.24;18844.32;20504.99;1732.1;23241.56;17209.93
2011-06-01;1780106.51;17240.47;19576.37;33014.05;34525.86;24617.34;29596.82;40081.31;19248.9;21049.81;19143.07;2691.52;10141.86;26279.89;16801.06;35443.14;10216.76;14092.79;18600.6;10548.96;0;30390.33;5972.16;33978.22;19389.99;15772.88;18680.95;24210.37;17918;22584.59;29146.42;15616.83;3816.45;27051.29;14258.3;12750.56;8230;0;14254.22;22682.66;20219.41;12579.17;0;7765.22;0;19253.01;34499.06;22322.52;21828;12547.62;16486.73;15608.88;11407.61;13444.9;16321.25;31214.36;18777.17;3551.68;29619.47;14297.5;0;21244.61;21866.05;15269.18;16040;41426;9004;27133.61;13555;19572.84;14618.88;14032.94;26482.08;16990.96;31287.75;14142.25;14935;11962.63;17763.88;17582.19;18733.74;19126.84;15594.27;0;3153.36;23878.34;4666;15631.91;25159.17;20850.49;10058.95;11335.89;15971.83;3709.38;17473.25;18047.5;14108.54;4038;19866.71;16852.31;16310.2;19147.28;4766.6;21209.64;14148.16
2011-07-01;1864185.34;17808.62;20625.62;33393.58;36091.62;25320.58;29585.75;42139.01;19086.27;21541.52;20181.65;3254.58;10708.35;26195.72;17985.14;37773.06;10251.54;14639.21;19140.06;11982.84;0;29896.74;6111.62;37128.68;20671.33;17604.31;19319.36;25212.06;17953;24070.17;32055.57;16185.89;4294.11;28747.1;15989.58;12075.31;7610;0;17429.78;24447.16;19241.88;13441.64;0;8046.73;0;21595.93;35230.52;23008.26;21468;13050.22;16995.97;16737.64;11986.12;14352.3;16983.08;32919.41;19529.75;3568.05;31106.47;14632.47;0;22203.69;23124.7;16473.91;20490;43701;9617;28131.5;15056.47;20292.27;15020.11;14069.86;26742.51;16202.72;32996.38;13976;14690;13317.38;17746.94;18240.97;18897.88;19796.2;16300.54;0;3348.22;25337.64;4572.68;17985.81;25670.91;21096.56;11105.23;12576.92;17463.1;3522.68;18463.72;18882.73;15397.05;4255;20751.25;19107.47;17339.27;20464.58;4603.88;22581.88;14169.85
2011-08-01;2009489.59;17773.66;21302.97;34961.98;39757.03;27215.39;32368.41;45126.44;21139.07;23607.57;21652.91;1165.54;11385.61;29282.44;19134.07;41545.86;9882.88;20168.4;20982.16;12169.33;0;33199.18;6914.28;40322.3;21392.07;19132.58;20328.64;28174.69;18634.35;25887.07;35005.25;16639.46;4724.73;31300.53;16482.85;12841.81;8670;0;17529.88;27159.97;21825.25;13904.46;0;8581.59;0;21899.6;37023.34;25026.86;22830.24;13374.49;18326.27;18587.35;13225.23;15382.56;19333.41;36119.77;21337.25;3752.79;34297.47;14272.78;0;24708.47;24267.83;17908.5;22026.72;45547.88;10515.47;29632.81;14478.81;23571.55;15905.23;16633.27;30003.31;20400.35;36075.13;14805.44;13827;14284.97;18656.95;19940.75;21492.01;21516;17159.25;0;3432.88;27316.26;4548.76;19250.57;27055.84;22368.66;11661.82;13731.83;18176.21;4577.79;20234.09;19779.9;16238.96;3937.4;22796.57;20447.99;19366.66;19257.8;8504.27;23874.13;15511.48
2011-09-01;1888190.94;16412.47;20057.54;32660.53;37894.86;25816.34;30294.27;41875.3;19701.79;21916.16;20022.56;2691.01;10504.45;28967.26;17242.18;38956.46;8954.57;19027.74;19865.14;12077.08;0;31076.14;5698.89;37582.8;21336.52;17981.54;19016.41;26340.81;17289;24501.54;33473.97;17924.52;4093.24;29511.53;15263.16;12537.91;7950;0;16460.78;25254.53;20442.41;12839.3;0;8245.11;0;20346.82;35510.46;23260.48;21556;12669.61;17008.35;16556.4;12178.44;14035.83;18000.09;32407.25;19913.03;2911.36;31516.09;14642.44;0;23390.91;23092.19;17137.42;17812.68;43139;9964;27616.21;17024.66;18946.26;15258.94;14269.94;27619.49;17059.44;33670.75;13815.81;13251;13520.93;18287.64;18370.31;19278.35;20095.18;15994.9;0;3317.51;25729.49;7160.12;17046.91;26032.78;21371.51;11576.5;13612.63;17637.72;4040.99;18602.25;18782.93;15174.63;4425.4;21514.44;19140.61;18530.45;18594.08;7528.89;21572.33;15912.34
2011-10-01;2111878.43;18951.24;22116.95;35577.9;44513.5;29930.04;33280.77;46284.34;22605.14;24021.63;23195.37;2558.42;10430.36;34078.25;20909.42;44536.46;9787.01;20947.56;21830.84;12761.15;0;36253.2;6238.34;42793.79;23585.07;20584.04;20640.35;29757.45;19447;27495.64;37317.09;19553.69;5052.32;33114.34;20240.69;13611.97;8790;0;18580.97;29009.51;23317.57;14035.94;0;9197.64;0;22829.84;40213.22;25904;23966;13386.87;20315.37;17084.57;12921.93;14872.87;19877.61;39456.75;23225.82;2193.59;35704.03;15273.27;0;26566.17;26948.39;19508.16;19883.45;49139;10766;29672.93;19612.28;22883.41;17025.5;16083.79;32330.59;21339.58;39020.73;15418.13;14067;15021.91;19311.71;20759.71;21553.04;19793.94;17698.62;0;3209.33;29851.36;6136.53;16121.45;28101.6;24198.6;12148;13906;19242.04;4086.84;20932.64;21671.03;17375.42;4509.1;24116.95;20668.23;21130.9;20550.11;8052.01;19443.77;17863.79
2011-11-01;2023792.68;17302.95;22036.04;33820.49;42100.17;29174.63;31953.92;46465.14;21138.28;22963.75;23842.7;2467.99;11392.4;30681.88;17426.45;42903.76;9596.28;20555.8;20895.97;12092.15;0;35022.18;6216.61;41641.3;20378.89;19745.2;21005.53;29987;19937.3;27532.14;37046.36;18358.7;4552;31661.57;15017.6;13768.59;8547.4;0;17450.62;28042.34;22416.31;13919.68;0;8858.66;0;22616.03;39950.91;25226.86;22332;13345.56;18678.01;16615.27;13021.1;14770.46;19521.37;36888.12;21715.72;1268.92;31369.75;16032.94;0;24486.78;25940.77;16361.05;20313;49532;10915;28974.96;19572.72;22184.77;15950.22;16023.06;30952.18;19661.82;37451.5;14948.56;13532;14057.21;18912.82;19767.06;21237.04;19716.33;17148.98;0;3060.44;27252.27;6008.54;16492.18;23055.88;22338.05;11839.69;14592.49;18587.31;4634;20296.43;20757.01;15726.08;4290;23694.15;19563.29;19731.5;19102.43;5926.09;19275.63;16659.69
2011-12-01;2331157.06;20919.7;26385.65;37150.39;46807.56;33718.58;37265.45;55347.96;25243.2;26513.47;27758.51;2241.73;12506.36;37786.98;20997.47;50501.82;10884.58;23273.63;23210.15;12468.32;0;39751.96;6149.43;47778.09;19113.73;22913.06;25136.16;32577.19;22368;31256.37;40773.61;21406.28;4048.86;35828.29;18563.17;15340.41;9181.99;0;21271.97;34370.13;26160.59;15276.41;0;9673.05;0;27063.84;46952.92;28850.61;26046;15151.23;22558.07;18791.61;15298.65;14300.66;23231.34;44637.84;25813.81;3091.38;38722.62;12611.38;0;29138.78;29157.14;18801.43;23494;55715;11106;34107.05;21333.88;26559.98;19174.78;17430.56;36117.48;23709.42;44270.5;17784.81;13293;16624.78;21068.21;21502.25;24025.64;21138.26;20637.39;0;2795.24;32154.55;5748.56;20055.94;30340.1;25855.2;12738.27;15860.14;21529.17;5585.75;23732.19;24512.69;19381.39;4549.6;27442.81;24144.6;21943.66;21443.2;5645.19;28299.19;18167.11
