data;soma;Agua_Grande;Aldeia_Campista;Alvorada;Areia_Branca;Ari_Franco;Baependi;Barra;Boca_do_Mato;Botafogo;Bras_de_Pina_13kV;Bras_de_Pina_25kV;Brisamar;Cachambi;Cachamorra;Camara;Camerino_1;Camerino_2;Campo_Marte_13kV;Campo_Marte_25kV;Carmari;Cascadura_13kV;Cascadura_25kV;Caxias;Centenario;Coelho_da_Rocha;Colegio;Comendador_Soares;Copacabana;Cosmos;Curicica;Democraticos;Eldorado;Esperanca_13kV;Esperanca_25kV;Fontinele;Fundao;Gardenia;Governador;Guadalupe;Guanabara;Humaita;Influencia;Inmetro;Itaguai;Itapeba;Jaboatao;Jardim_Botanico;Leblon;Leme;Leopoldo;Mackenzie;Marapicu;Mato_Alto;Maturaca;Mena_Barreto;Meriti_13kV;Meriti_25kV;Nova_Iguacu_13kV;Nova_Iguacu_13kV;Paciencia;Padre_Miguel;Pavuna;Pedro_Ernesto;Piedade;Porta_Dagua_13kV;Porta_Dagua_25kV;Posto_Seis;Queimados;Ramos;Recreio;Retiro;Rio_Comprido;Rocha_Freire;Rosali;Samaritano;Santa_Cecilia;Santa_Clara;Santa_Luzia;Santissimo;Santo_Antonio_1;Santo_Antonio_2;Sao_Conrado;Sao_Joao;Sapucaia;Sarapui;Saudade;Seropedica;Taquara;Terra_Nova;Tres_Rios_13kV;Tres_Rios_25kV;Triagem_13kV;Triagem_25kV;Trovao;Turiacu;Uruguai;Vigario;Vigario_Geral;Vila_Valqueire;Vilar_dos_Teles;Volta_Redonda_13kV;Volta_Redonda_25kV;Washington_Luis;Zona_Industrial
2018-06-01;1897700.46;16910.00;20898.18;30047.84;34215.85;28943.49;26759.00;25666.45;21223.00;20409.99;17624.00;1470.00;8664.00;27691.87;27763.01;38652.37;7691.85;13437.52;18604.41;8531.31;18096.35;30989.31;5284.67;30810.58;17172.82;24442.00;21545.00;26122.05;15920.00;21373.76;37181.38;14738.43;4849.60;23137.25;17365.28;15440.00;8225.00;14481.00;17537.28;26763.00;19159.33;11843.21;2694.00;8347.63;12047.00;20573.00;33524.35;21190.87;19259.22;10028.04;14010.49;15845.30;14243.42;19430.56;18295.97;33798.35;18240.61;1884.38;28213.78;9364.16;20663.00;25884.00;24030.21;25658.75;18260.00;33091.80;2045.72;24211.24;24056.70;17372.83;22886.56;16289.00;25016.99;12835.52;27610.49;13023.01;15270.00;18340.81;15409.54;21616.72;14915.53;15809.62;15998.44;13577.00;2437.35;24912.64;5350.11;16056.96;29114.00;21134.00;10489.65;19159.97;18185.09;1612.62;19195.17;17953.00;13245.00;4338.93;19903.84;17684.00;14501.50;18184.29;6012.57;23564.74;12119.00
2018-07-01;1996712.60;18191.00;21485.27;33440.53;37190.14;30698.94;27834.00;26019.99;21882.00;21341.74;18426.00;336.00;8308.00;30724.35;28643.55;41037.94;8070.74;14243.47;19097.97;9134.46;19113.37;33390.47;5065.31;32723.60;18097.71;25549.00;23972.00;28342.08;16669.00;22903.39;39149.42;17026.05;4874.65;24003.38;18411.89;15741.00;8576.00;14986.00;18067.90;28268.00;20393.34;12735.46;2808.00;8879.39;12459.00;21322.00;34614.16;21906.69;19921.00;10538.20;14958.46;16517.31;16028.40;19761.78;18698.94;36238.19;19172.10;2197.60;29907.38;8588.91;21328.00;27142.00;25786.16;27441.37;16940.00;34256.03;3150.65;25337.55;24354.11;17713.28;23461.08;16503.00;26096.45;14854.78;28837.02;12919.13;16059.00;19266.98;16144.34;22153.35;15278.24;16864.43;16921.90;14549.00;2561.74;26762.50;5611.96;15502.85;30159.00;22047.00;10778.62;21209.02;19404.41;3514.40;20366.61;19445.00;13779.00;4294.09;20756.58;18294.00;15650.27;18738.31;7095.98;25922.81;12778.00
2018-08-01;1890635.52;16704.00;19589.45;33191.49;33789.42;28174.02;26794.00;24778.71;19985.00;21475.42;17112.00;1597.00;8428.00;28765.41;27224.05;36887.74;7587.48;13806.93;19237.63;9065.56;17309.81;31913.89;5231.42;30686.45;18241.00;24005.00;21476.00;26332.80;16224.00;21409.73;37919.90;16498.71;4837.57;22390.30;17507.02;15854.00;8492.00;14421.00;17154.05;25566.00;19071.49;11620.56;3019.00;8686.37;11873.00;21370.00;33429.92;21239.10;18613.12;9476.92;13607.00;16255.56;15070.42;18763.06;17866.34;33763.22;17467.42;2447.43;28070.47;9169.22;20264.00;25302.00;23515.64;25360.71;16020.00;31909.09;5237.74;23888.93;21312.83;15635.55;22306.22;17088.00;25410.31;12812.97;26766.95;11283.45;17071.00;18454.76;15806.27;21042.69;14623.75;16962.04;15643.67;14301.00;2272.59;25001.47;5674.97;17857.06;28277.00;20385.00;11206.29;20745.57;18049.36;1164.17;18168.14;16642.00;13225.00;3927.89;18780.51;16983.00;14740.83;18612.63;7121.59;23348.32;11889.00
2018-09-01;2042678.35;18328.00;22245.08;33520.38;38730.46;32177.22;27357.00;26076.26;22064.00;21086.50;18517.00;1370.00;8852.00;31638.69;30633.82;42391.07;7815.02;13438.04;19391.05;8486.63;19397.99;34823.53;2785.02;34433.50;18803.06;26265.00;23461.00;29728.00;16977.00;23750.02;40991.11;17657.15;5202.71;24660.03;18514.06;16134.00;8887.00;15011.00;16626.37;29765.00;22715.65;12413.26;2821.00;9216.58;12960.00;22249.00;35749.66;21367.61;19502.14;10393.05;15342.44;16213.00;16683.92;20265.86;19735.63;38483.13;19419.26;1896.84;31238.25;9266.44;22498.00;28024.00;26479.84;28255.37;17260.00;35304.73;5196.48;24807.53;22816.45;18022.18;24370.78;17660.00;26713.97;14978.24;29753.09;12935.81;15920.00;20246.78;15820.56;23292.00;13949.99;16981.11;16629.30;16838.00;2511.05;28815.87;6046.85;16986.37;29928.00;22864.00;11346.77;20342.50;19770.11;4439.55;20791.79;18399.00;13767.00;4667.30;21317.47;19009.00;16771.26;19070.37;7518.60;25290.85;12347.00
2018-10-01;2209803.46;19146.00;24560.23;35293.85;40417.09;34836.61;30123.00;28751.64;24156.00;23120.19;20414.00;1448.00;9474.00;34397.06;32172.10;45055.58;9088.05;16194.65;21031.12;9152.70;23742.38;36918.92;2839.70;37354.85;18770.16;28019.00;25939.00;30782.21;18545.00;25281.25;42127.91;20564.98;5422.02;26656.56;20315.06;16207.00;10030.00;16628.00;15916.03;31290.00;26839.04;13878.05;3141.00;10062.67;13978.00;24232.00;40878.40;23998.38;20982.34;11206.45;16502.94;17296.79;18005.20;23094.10;21671.50;40690.70;19944.83;2552.54;34032.11;11452.28;23838.00;30803.00;28752.74;29911.08;18980.00;38723.33;5071.17;27327.03;23992.26;20354.18;26915.10;18073.00;29353.03;14229.02;34242.37;13585.54;17252.00;21792.53;17779.94;24012.88;16129.35;18160.76;18432.46;16430.00;2650.07;30619.97;4946.34;19109.18;34545.00;24504.00;12497.60;21982.24;19923.32;4530.03;21710.79;19503.00;15010.00;4597.72;23234.21;21487.00;18826.85;21210.95;6648.96;28030.30;13474.00
2018-11-01;2259073.74;20626.00;25094.22;34658.95;43222.05;36206.27;30478.00;28536.85;24661.00;23077.70;21529.00;1508.00;8867.00;34355.52;33836.00;47654.62;8126.05;16037.87;21486.43;8540.63;22356.58;38707.00;2053.54;39657.89;18313.90;29423.48;25888.00;31687.42;18499.00;26197.76;43304.10;20715.78;5631.11;27596.60;21615.03;16621.00;9870.00;16882.00;20925.70;31221.00;24278.44;13967.40;3909.00;10239.36;14596.00;24582.00;41248.34;24621.59;21195.60;11235.84;16839.31;16148.05;18685.30;22522.50;22136.56;42342.18;22585.79;2041.02;35444.13;12883.63;25801.00;32716.00;28151.81;30430.85;19770.00;40918.41;5605.82;26987.01;24265.79;20535.90;26838.14;17983.00;29696.88;14166.46;34493.36;13916.94;14771.00;22674.23;17403.61;24223.94;16990.42;16890.46;18831.21;16822.00;957.66;32385.42;5801.91;19977.79;35816.00;26619.00;11964.67;21651.14;22296.38;3506.91;23216.42;21498.00;16329.00;4794.72;26917.28;20969.00;19644.61;20303.64;5355.27;27956.61;13057.00
2018-12-01;2681920.09;24877.00;30991.96;41555.21;50055.76;45576.96;36063.00;36140.61;30516.00;26067.07;23783.00;654.00;8727.00;40895.94;41464.90;57643.55;9528.60;17777.00;22392.92;11524.77;26658.59;47064.88;2377.73;46721.12;19912.74;36358.00;30669.00;39603.52;23240.00;31198.18;48792.00;24366.25;5865.06;33884.23;25570.78;18733.00;10720.00;18461.00;24045.57;38736.00;28622.56;16731.42;3492.00;11516.22;18049.00;31678.00;49069.32;28851.33;26565.34;13527.00;20751.68;17321.22;22600.34;26695.24;27128.75;51661.27;26837.73;2676.53;40772.02;13041.88;31287.00;40467.00;35815.97;36750.10;26170.00;50745.41;5566.21;34378.29;28258.05;24330.21;33475.44;19643.00;35741.53;16012.81;41756.88;18243.87;16713.00;27310.50;19131.08;30559.94;17626.39;18797.54;23300.02;20387.00;2721.28;38600.83;6100.28;22362.66;42281.00;31167.00;13346.58;21786.37;25679.56;2311.00;27616.73;25389.00;20292.00;5050.88;31873.79;25823.00;23156.26;23060.92;7020.61;32988.42;14023.00
2019-01-01;3176962.10;29507.00;38052.95;49027.76;57622.38;53985.28;44099.00;44410.99;36453.00;31450.70;29239.00;1448.00;11950.00;49958.85;49229.44;67089.41;11939.01;21235.94;26293.31;10874.65;30525.29;56375.42;3509.03;52814.40;20269.26;43415.00;38707.00;46638.46;28835.00;36842.43;58088.06;28885.51;7168.15;39728.54;31528.10;20277.00;11720.00;22629.00;29408.29;47510.00;34476.96;19600.63;3667.00;13104.02;20737.00;37067.00;58523.17;34890.58;31925.78;16395.34;25366.63;20575.08;26740.57;32223.95;31915.10;60268.86;31587.14;2530.03;47535.96;14471.00;37301.00;48451.00;42096.15;45866.64;31560.00;59937.80;6217.68;42657.25;31754.43;29056.51;41206.22;21040.00;43816.17;20355.41;50573.84;22563.93;18701.00;32391.99;24072.67;34796.06;21631.09;23168.78;27299.78;24320.00;3103.34;45145.22;6100.81;27170.27;51930.00;35389.00;14746.80;24712.64;30397.83;2933.00;32681.18;28540.00;25464.00;5255.75;34776.51;32688.00;27216.90;26114.18;7953.88;38883.98;12581.00
2019-02-01;2569963.43;23746.00;29631.03;39702.50;46772.21;43179.26;36245.00;35313.10;27974.00;25703.24;23977.00;525.00;9980.00;38881.60;38119.57;51912.29;10132.73;21253.80;21482.19;10941.61;25558.04;43625.56;4055.00;44281.37;18029.51;34941.00;30727.00;37959.68;23580.00;28673.06;41931.71;22592.59;5712.53;31817.35;24081.11;17583.00;10150.00;19802.00;23987.26;38278.00;27391.90;15762.36;3174.00;11015.71;16474.00;30816.00;47000.06;27570.22;25916.70;13945.64;19767.30;14543.21;21463.87;25430.27;25853.50;48023.37;24067.90;2090.78;40754.32;11509.03;31102.00;39034.00;32370.20;36194.76;25635.00;48697.64;5492.35;34724.85;35174.66;24460.29;33171.46;18706.00;35284.98;10710.49;41025.19;18154.17;16414.00;25461.31;20856.57;26934.44;17737.03;20387.46;20933.00;19305.05;2627.01;36472.19;5650.91;19713.80;39501.00;28019.00;12747.01;21595.68;25370.48;1876.06;26410.52;23727.00;19940.00;4514.32;28910.50;26150.00;21972.38;22051.03;4463.63;31842.00;13034.00
2019-03-01;2685026.77;23868.00;30378.56;43349.26;48361.68;45425.47;37861.00;38172.03;28926.00;27688.86;22973.00;824.00;10572.00;40668.22;40039.99;54707.65;11378.85;17849.15;21175.98;11962.31;26646.59;44765.65;4634.18;44383.47;17152.13;36916.00;32306.00;39341.44;26006.26;30346.75;43341.00;24164.64;6345.47;33541.22;26572.34;17601.00;10510.00;21348.00;24025.06;38132.00;30111.58;16186.38;3399.00;11678.64;17909.00;34864.00;48598.23;31164.82;27177.06;15088.36;20690.40;17462.72;22875.55;26985.46;26811.38;49388.55;27886.85;1673.92;40688.00;13705.00;33271.00;39687.00;35668.78;36612.89;26110.00;50182.27;4904.64;37443.19;26071.62;25626.56;34591.14;20456.00;35896.12;15388.63;42320.94;19432.49;17182.00;26546.44;20616.96;30156.25;17392.84;21148.36;22027.24;18828.74;2811.13;40234.43;6205.16;23167.87;42037.00;28712.00;13416.26;23559.42;26434.24;566.15;27682.94;24154.00;20554.00;5222.19;30767.52;27935.00;23312.06;22270.88;3893.28;31925.04;13998.00
2019-04-01;2509345.53;22631.00;27797.00;43416.26;45498.00;42045.06;34658.00;34168.66;25915.00;25632.04;22444.00;975.00;8606.00;38912.00;35842.33;50731.42;10451.34;14828.77;21314.15;10546.00;24461.95;44117.20;5253.02;42185.25;17408.08;34309.00;30933.00;36207.55;22809.50;27907.51;39579.00;23281.65;6037.82;31335.83;25695.51;17279.00;10370.00;23137.00;21029.66;37969.00;28721.18;14874.29;3171.00;11064.96;16450.00;31051.00;45810.99;29241.45;25876.81;13492.94;18809.44;18721.60;21131.77;25877.21;25243.28;47817.10;26488.26;1012.58;38869.38;12876.25;31228.00;36952.00;32352.22;34685.40;21536.00;44532.28;4479.00;33437.32;25964.80;24942.46;30842.78;18168.00;32988.72;10251.96;39415.60;17538.31;16381.00;25355.23;19892.34;25950.44;18239.58;18814.19;19137.52;17752.00;2763.35;35275.20;5508.66;21010.50;41330.00;27557.00;12469.22;22605.22;24906.14;896.40;25850.49;21571.00;18159.00;5119.01;27521.25;25917.00;22397.15;22307.83;5156.82;31661.13;14206.00
2019-05-01;2337971.74;21039.00;25732.00;40849.05;45414.00;38204.61;31848.00;30874.05;22776.00;23917.16;20958.00;69.00;9955.00;36590.59;34798.56;46183.55;10116.95;14376.42;20911.34;9310.53;24103.74;39493.41;5553.76;40219.34;17121.03;30319.00;28087.00;32937.34;21561.14;25124.37;40047.62;21892.04;5457.72;29267.74;21725.53;16827.00;10250.00;18992.00;21664.29;34479.00;24286.46;14395.95;3040.00;10397.44;15325.00;28478.00;42250.80;27490.78;23610.41;12700.02;17124.26;18640.61;19754.87;23347.74;22725.10;40940.66;22790.37;1789.01;36543.49;10105.25;28921.00;35131.00;31022.28;31612.10;22170.00;40958.11;5208.00;27972.07;30484.03;23969.41;29073.44;17741.00;30733.15;1583.66;36389.60;15816.41;16227.00;23726.87;19871.42;26141.38;18151.50;18493.83;17239.37;17442.00;2689.23;32166.27;5977.37;20710.91;35935.00;25181.00;12370.40;23020.90;23898.12;1565.11;23191.49;21000.00;16686.00;5250.14;24748.19;23303.00;20207.04;21105.17;4855.62;29170.08;14079.00
2019-06-01;2002866.05;17788.00;21202.00;35118.20;38168.00;31330.05;27897.00;26474.83;20311.00;21777.36;17909.00;559.00;8493.00;31047.62;29645.94;40610.78;8708.23;12362.36;17645.77;7680.13;19487.31;29956.31;5339.85;33487.60;16480.59;24878.00;23937.00;28747.84;17430.87;21630.27;36107.91;18708.76;4829.16;24932.30;18217.16;15082.00;8760.00;16590.00;18098.21;29648.00;20878.40;11646.44;2727.00;8905.89;13308.00;24776.00;35829.30;23700.32;19939.31;11118.44;14600.62;16004.11;15383.95;19843.01;19538.34;36666.63;19544.38;1418.86;30066.19;7295.22;23848.00;29733.00;23721.25;28156.38;21310.00;30210.28;4609.58;26308.26;27654.46;18248.49;24378.66;16250.00;26678.08;3357.45;32339.06;14003.93;15026.00;17949.78;16487.46;23688.25;15193.43;16146.26;15116.38;14604.00;2493.48;27017.02;5404.22;16384.32;33291.00;21770.00;10700.70;21347.87;19200.93;2657.16;20914.84;18434.00;14413.00;4519.87;21587.58;20069.00;16773.31;19071.48;4790.82;25006.16;11733.00
2019-07-01;1902882.46;16555.00;20926.00;31677.88;35070.00;29282.11;26524.00;26214.29;19766.05;20271.16;17451.00;918.00;9505.00;28363.52;27800.49;38061.06;8767.05;13042.99;18766.13;8811.85;17725.48;32107.86;7867.84;31517.87;17343.14;24778.00;21997.00;27104.00;16435.86;21495.52;34380.51;16403.63;5051.97;23066.16;17365.70;14849.00;8161.00;15738.00;17020.54;28547.00;19535.26;12060.35;2722.00;8701.57;12141.00;24238.00;33825.77;22772.92;18822.72;10797.84;13933.54;15932.08;14514.85;19243.50;18519.49;33668.40;18596.02;1347.92;29137.88;8178.59;20922.00;25936.00;20099.22;26033.11;16580.00;33089.26;1860.00;24943.68;23719.42;16894.56;21152.42;16271.00;24822.00;1140.78;29476.82;13361.59;15483.00;17995.03;16765.07;19716.82;14815.65;16966.87;14179.53;13334.80;2696.28;24631.23;5583.22;18870.09;28684.00;21552.00;10703.94;21761.63;18451.30;2461.92;17034.00;17188.00;13641.00;5015.46;20582.40;17547.00;15332.38;18700.31;6151.13;24048.16;11269.00
2019-08-01;1880902.28;15702.00;20900.00;32037.21;34839.00;29064.38;25675.00;24963.06;18933.00;19802.33;15464.00;1133.00;9698.00;28422.98;28064.61;37571.68;8224.02;12853.75;16845.08;9953.24;17858.44;31473.58;3055.35;31781.00;18862.31;23903.33;21895.00;26456.58;16019.54;21362.06;33873.20;16115.31;5150.79;23057.09;16456.66;14986.00;8431.17;15069.00;16694.37;27145.00;19490.20;11903.85;2910.00;8738.11;11977.00;23803.00;33368.10;22689.20;18664.56;9690.86;13546.28;15202.74;15123.04;19017.34;18123.25;34544.12;19554.06;1210.95;28340.00;7215.00;20698.00;25715.00;21643.19;27239.00;16380.00;33457.42;4080.00;24152.45;21948.63;16734.34;22874.64;16502.00;23697.77;2882.07;26660.88;13070.31;15158.00;18687.18;15011.41;19995.38;14361.10;16318.00;13736.66;13284.74;2627.25;26033.34;5567.72;18507.14;28344.00;20929.00;11115.68;21745.92;17879.54;1604.17;18560.02;16870.00;13336.00;5039.30;20364.45;17308.00;14322.88;19319.84;6278.80;23658.27;12299.00
2019-09-01;2018631.44;17067.00;22134.00;31404.86;38973.00;32919.36;26598.00;26324.94;20048.00;20906.23;18603.00;440.00;8778.00;30739.33;30683.33;40458.02;8997.28;13380.08;17886.49;10708.00;19644.28;33628.91;5013.89;34564.00;18803.67;25856.00;23449.00;29726.21;16978.08;22489.37;37013.84;18069.28;5439.33;24122.40;19229.75;15836.00;9077.00;15731.00;18324.86;28695.00;20999.10;12210.63;3055.00;9196.64;13405.00;23935.00;37148.90;23705.83;19182.08;10228.45;14931.73;15746.96;16616.29;21356.55;19579.79;36921.70;20634.54;456.91;30320.00;10376.00;21662.00;28819.00;26181.81;28463.00;18175.00;36424.00;4836.00;24642.36;21678.27;17740.64;24224.91;17202.00;25917.33;4739.07;30984.40;14055.61;17487.00;20697.70;16322.93;20780.00;14690.03;16549.33;14547.08;12320.05;2747.34;28538.88;5656.95;18172.22;30210.00;23231.00;11702.40;21657.44;19759.99;1035.04;19863.33;17978.00;14452.00;4086.73;22123.90;18209.00;18045.44;20334.50;6435.79;24880.09;11624.00
2019-10-01;2360542.09;20072.00;26160.00;34514.61;45699.46;40412.35;31210.00;31478.44;24366.00;23983.41;22051.00;622.00;9235.12;34963.39;36405.41;48446.82;9729.37;15398.78;20218.62;9799.65;22494.23;39925.32;3784.71;40306.00;20282.20;30917.00;27961.00;36111.81;19770.42;26980.18;43766.61;21788.28;6205.86;29344.62;22505.64;17674.00;10178.00;18947.00;21359.68;34459.00;24560.45;14134.21;3320.00;10812.61;16024.00;26689.00;44261.78;25808.26;22278.03;11717.99;17354.64;17750.69;20325.18;24915.84;22630.75;45411.54;24265.45;1537.35;36021.00;12110.00;26352.00;34385.00;31667.44;32682.00;22060.00;41534.00;5324.00;28680.17;25245.76;21922.82;29233.18;19343.00;30397.54;4574.67;36377.28;15139.64;17392.00;24914.82;18887.43;25591.25;15700.72;19535.16;18386.65;14582.08;2929.82;34721.47;6208.53;23645.05;36478.00;24420.00;12859.97;23429.82;24326.66;2993.75;23282.57;21387.00;16948.00;5238.83;26151.87;20819.00;21764.00;21642.30;8092.75;29198.35;12639.00
2019-11-01;2214875.54;18919.00;23525.00;33443.48;41568.51;35333.76;29896.00;29297.74;23040.00;22336.91;20023.00;961.00;10138.00;33148.10;32928.11;46203.65;9538.78;13067.61;19188.01;8471.89;22005.30;37967.59;3057.00;36724.86;18668.78;28863.00;26155.00;32798.98;17708.86;25291.78;39849.93;20418.05;5030.20;27295.73;20349.69;16083.00;9599.00;19146.00;20386.14;32733.00;23385.02;13388.90;3188.00;10465.93;14625.00;24585.00;41328.24;23795.30;21193.74;11170.55;16312.18;17107.66;18507.21;22909.92;21863.28;41187.98;21742.34;2432.10;34522.81;9049.56;24899.00;32357.31;28562.59;30882.00;19633.00;39779.00;5325.00;27085.88;23170.62;20407.55;28753.57;18489.00;28565.05;4482.46;33628.09;14975.69;16191.00;23040.36;17556.20;24570.75;13076.18;18412.13;18193.27;14524.92;2683.63;33062.72;5878.27;23304.80;35377.14;24998.00;12531.36;22436.03;21801.26;3294.06;22984.35;20137.58;16171.00;5093.27;25564.26;19527.68;19795.49;21691.51;6957.33;27983.04;13121.00
2019-12-01;2507313.44;21465.65;27992.00;38403.54;50430.77;41317.57;34066.00;34058.44;26048.00;24493.69;22841.00;468.02;10967.84;38747.33;38204.58;54054.57;10456.42;14007.72;21239.26;9856.92;24494.63;43229.08;3072.28;43754.93;16306.16;32192.00;30900.00;36190.21;20448.94;28583.72;44268.00;23054.17;6567.01;33111.89;21710.63;17976.00;9380.00;21220.26;22755.71;37104.00;27140.45;15063.20;3285.00;11001.01;16798.00;30228.00;46083.07;26361.04;25033.92;12732.25;18999.07;17852.23;21507.47;25976.63;24773.61;47590.11;25983.71;2209.26;38055.13;12726.99;28997.00;36875.46;34067.63;34553.10;22980.00;45922.00;5559.00;31766.95;29932.31;23044.03;32314.45;19173.00;31900.10;6928.76;38857.35;17190.20;17947.00;25265.42;18552.23;28453.06;14629.71;19150.84;21511.98;17883.03;2739.71;37562.39;6137.61;23746.17;37302.17;29102.00;12927.20;22168.67;24347.81;2841.02;26329.02;22822.00;18579.00;5477.26;28608.86;23148.50;22817.98;23399.20;7117.90;29362.30;12483.00
2020-01-01;2710209.45;23825.07;29941.00;41730.01;52336.11;45168.06;37189.00;37485.88;28711.00;26709.08;25160.00;1034.00;12300.00;41926.98;40800.68;56055.82;11659.16;15733.51;22532.00;9019.77;23987.52;47198.03;3654.90;44543.95;16750.98;37186.00;33481.00;36826.69;25283.08;29955.26;48741.24;24007.15;6852.07;37071.50;24551.20;18137.00;10360.00;22003.39;23860.64;39290.00;30043.14;16276.87;3384.00;11511.31;17852.00;34295.00;50178.95;28742.40;27666.95;14348.42;20603.90;19409.79;22790.03;26946.00;26330.00;50489.40;29577.83;2167.11;42946.64;13296.60;31766.00;39661.85;36473.00;38521.00;26476.00;50498.00;4688.00;36550.75;29661.95;25107.46;35871.22;19244.00;34669.85;9492.51;41684.11;18647.59;17665.00;29073.12;20786.56;31945.95;14750.73;21360.70;23611.16;20032.10;2767.23;40446.53;6518.57;25032.60;44036.15;29664.00;13251.30;22702.27;26363.41;4209.69;27784.35;25263.00;20249.00;5652.52;30605.07;25919.00;23810.66;23868.21;4663.66;31974.57;15274.00
2020-02-01;2436105.03;21863.00;26544.00;39771.37;45566.80;40849.28;33694.00;33477.38;26210.00;24302.64;22564.00;1020.00;11476.00;37990.14;37651.17;50619.48;9492.87;16557.34;18238.63;9051.44;24501.55;41570.64;4023.82;40221.62;13932.94;33437.00;29204.00;33884.86;21002.39;26310.57;43820.77;22428.24;4690.84;33507.20;23848.78;17066.00;9740.00;19935.00;22090.11;37036.00;26505.76;14852.79;3180.00;11367.46;16215.00;30057.00;44590.62;26564.09;25134.34;13048.15;18838.90;14428.37;20731.54;24452.03;23626.71;45889.48;26010.14;2565.60;38146.95;12981.69;28031.00;35804.00;28070.09;34156.00;23950.00;44951.00;4851.00;32674.58;27464.96;22567.10;31972.27;17937.00;31942.84;7979.45;37374.19;16864.54;16052.00;24962.53;18515.70;26953.93;13819.74;19668.43;21510.28;18525.26;2553.15;36064.74;5676.43;22494.18;40178.00;25482.00;12682.11;21476.22;23359.25;3397.07;24031.52;22301.00;18736.00;5075.63;25827.84;23460.00;20328.54;21708.07;4007.35;28217.53;14072.00
2020-03-01;2374890.35;20878.00;24764.00;35311.90;44678.77;40910.14;31618.85;31966.56;25335.00;22001.32;22201.00;1276.00;11517.00;34555.07;35224.63;48874.22;8892.76;13464.62;20989.55;9784.64;25044.52;39373.44;5506.37;41154.72;13954.26;33425.00;29281.00;34144.06;17457.66;26700.53;41975.60;20889.83;5167.18;33332.98;25321.34;17060.00;8950.00;18290.00;21551.04;36056.00;26250.24;14109.31;3113.00;10840.38;15702.01;29422.00;44353.25;24394.82;21671.31;11531.83;17284.22;15927.60;20955.25;24209.63;22312.39;45453.75;24857.38;3666.56;36607.70;10962.58;28603.00;35050.74;30976.03;34264.00;21540.00;44380.00;5111.00;29520.76;37014.40;21837.34;29850.93;18380.00;29688.20;4122.75;36254.79;15751.99;16121.00;24380.56;16418.00;27003.33;13253.71;17437.00;20682.63;18952.44;2710.01;35754.47;6003.89;19951.00;39028.00;27325.00;12883.04;22682.43;24135.88;1018.74;23616.44;21723.00;17610.00;5445.67;26135.23;22959.00;19716.48;21468.53;3793.32;27004.89;14826.00
2020-04-01;1971308.00;17300.00;19126.00;26381.43;41246.07;34272.59;25153.71;24095.96;21543.14;15710.47;19024.00;284.00;11625.00;27472.38;29766.78;43101.18;5967.55;9456.50;15802.39;8125.22;18105.43;32081.78;5955.06;34560.08;14104.03;27806.50;26061.18;29181.57;13865.23;25650.72;36644.00;16902.32;6722.00;26662.12;19607.85;15022.00;6740.00;14224.96;17508.43;30804.00;22063.86;11377.00;2697.74;8889.09;13337.07;24162.95;35361.98;19062.72;15527.10;8268.00;14512.95;11232.49;18393.39;21457.34;18521.61;37778.13;20323.39;2273.21;26995.16;11467.02;25764.00;29446.00;28511.88;28555.00;19510.00;36018.00;4294.00;21403.00;28947.20;18345.57;24914.00;16796.00;23603.25;473.22;30479.56;11845.38;14108.00;21438.73;9811.55;24413.25;8957.44;12155.56;16852.75;16515.45;2529.03;30340.62;5340.69;18157.97;32767.40;22827.14;10671.88;20386.51;20627.46;800.74;20540.00;19714.65;14785.00;5086.02;21834.94;19324.00;18646.39;17652.44;5067.84;21778.68;11904.00
2020-05-01;1796675.52;15537.00;17820.00;25087.38;36354.24;30274.05;23854.82;22205.55;19870.00;14601.17;17148.00;448.00;10458.00;24615.62;24377.92;37801.54;5595.91;9419.72;15768.86;8046.44;15932.78;29326.76;7276.14;31605.63;15669.30;24095.00;23153.00;26541.00;12894.66;23543.38;34392.69;14640.02;6192.27;23345.49;17545.59;14562.00;6600.00;13680.56;16019.84;26507.00;20001.95;10734.93;2771.00;8190.66;12306.00;22666.00;31659.01;17671.42;14418.64;8102.64;13134.61;10531.26;16470.22;19203.52;16625.13;33569.06;18847.01;1982.56;25060.73;9805.41;24937.00;26832.00;26458.56;25399.00;16686.48;31970.00;2789.00;20307.92;25458.94;16049.79;22721.86;16496.00;21699.85;-726.77;27535.85;11608.47;14188.00;19696.78;9454.88;21076.69;8516.49;11777.93;15285.04;14390.00;2413.37;26773.91;5461.07;16705.33;27794.24;21397.00;10351.55;19764.67;18513.85;1006.97;18429.58;16214.00;12558.00;4613.79;19246.37;17289.00;17116.32;6045.51;17384.90;19305.28;11122.00
